Price,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,High,High,High,High,High,High,High,High,High,High,High,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume
Ticker,Materials,Communication Services,Energy,Financials,Industrials,Technology,Consumer Staples,Real Estate,Utilities,Healthcare,Consumer Discretionary,Materials,Communication Services,Energy,Financials,Industrials,Technology,Consumer Staples,Real Estate,Utilities,Healthcare,Consumer Discretionary,Materials,Communication Services,Energy,Financials,Industrials,Technology,Consumer Staples,Real Estate,Utilities,Healthcare,Consumer Discretionary,Materials,Communication Services,Energy,Financials,Industrials,Technology,Consumer Staples,Real Estate,Utilities,Healthcare,Consumer Discretionary,Materials,Communication Services,Energy,Financials,Industrials,Technology,Consumer Staples,Real Estate,Utilities,Healthcare,Consumer Discretionary
Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-06-19,50.67658996582031,46.785179138183594,54.39165496826172,23.865800857543945,64.92124938964844,66.62902069091797,42.32755661010742,24.8528995513916,40.21321105957031,75.3106918334961,104.43142700195312,51.11845994499505,46.878826557765905,54.59542266200462,23.926883078877133,65.60388139568634,66.65700318115924,42.40216464871149,24.990970613621315,40.357430833646355,75.33731484559554,104.44077158390895,50.24338267815086,46.4293296606222,53.707578503875276,23.673826259793127,64.6730128055157,65.78018053170683,41.92135658608627,24.72666272167823,39.82061516290462,74.48534460412539,103.45979718554652,51.01449112138499,46.54170299183718,53.86040427418246,23.682552529178682,65.55955174329523,66.15329700700178,41.946224878189106,24.72666272167823,39.89272504994264,74.60071324684216,103.63730860356941,7211700,16600.0,12607600,50214700,17955400,12956700,12639200,2535800,16647400,6431700,6169600
2018-06-20,50.51198196411133,47.365787506103516,54.631813049316406,23.80472183227539,64.9655532836914,66.76892852783203,42.36900329589844,25.121156692504883,40.24525833129883,75.47042846679688,104.92655944824219,50.88454059093536,47.65514966880068,54.83558074648929,24.083955832640815,65.17832067269819,67.08607285031925,42.46019124672762,25.14482666569875,40.34941773040937,75.64791970872292,105.19749524171195,50.30404426385754,47.24404763372313,54.19516719076689,23.77854302060391,64.73505133341126,66.69430382256319,42.18662739424007,24.83712303362615,40.06898904917484,75.24856102896088,104.55286178756415,50.88454059093536,47.24404763372313,54.71914444192764,24.083955832640815,65.14286507765819,66.78758114584745,42.45189970812746,24.884462980013886,40.27730784739593,75.40830585503707,104.97327521973993,5335200,190000.0,11655900,42833600,11975900,11465600,9562500,3725000,12317700,5900800,3943000
2018-06-21,49.97480392456055,47.07548141479492,53.6202507019043,23.734907150268555,64.14997100830078,66.25586700439453,42.45189666748047,25.271059036254883,40.38147735595703,75.03558349609375,104.1791763305664,50.44266869102694,47.618622166555845,54.27522229867196,23.874524114087095,64.84147043694018,67.06739434863825,42.59282435293027,25.302618996801908,40.58979314991963,75.40831923277742,105.21620392537872,49.88816377007864,47.00993000634591,53.365541067676205,23.56911138159698,63.92833622918525,66.09729490434947,42.33584043375427,25.073815302282988,40.157133743523254,74.85808545182196,104.00166491932711,50.39068261527177,47.543707802164334,54.246111833009664,23.72618088198421,64.72622278675252,67.03008201040397,42.42702837805206,25.144823708652037,40.28532878359505,75.3994426378493,105.07606371270703,7186500,428700.0,15009800,75190900,15497800,14817100,13272700,2827000,12703700,7423400,6850400
2018-06-22,50.70258712768555,47.28150177001953,54.690032958984375,23.621471405029297,64.3716049194336,66.0413818359375,42.80006408691406,25.491981506347656,40.66189193725586,75.372802734375,104.00164031982422,50.823884653248555,47.39387510180197,55.28678358341185,23.92688419024692,64.78827938075345,66.44248089129945,42.874672109747756,25.51564997724042,40.766051333973685,75.66566936365432,104.78642104846519,50.34735724348973,47.00056308213773,54.6827539550057,23.60401886544754,64.30068016777136,65.7708725086835,42.54308019442136,25.196112076429316,40.325381195196755,75.1154357059953,103.92689794036782,50.34735724348973,47.37514561779093,54.94474257570588,23.900705380874285,64.60210698045755,66.42382114922322,42.55137173156669,25.357853148598917,40.40550192718892,75.31068012551484,104.63693628955238,7114200,181500.0,28036300,61389400,13643900,15692900,9938300,2292900,12976700,9829800,5567900
2018-06-25,49.914146423339844,46.30759048461914,53.591129302978516,23.36842155456543,63.55599594116211,64.670166015625,43.01560592651367,25.428861618041992,41.334903717041016,74.68059539794922,101.74073028564453,50.45132255839528,47.038022506720395,54.60997318428755,23.56039454053874,64.02586062408417,65.5749711262767,43.081925588847966,25.5511527308464,41.42303832886984,75.3816974498412,103.57187569812696,49.50693049727181,45.90023224106368,53.22725688481476,23.211351991329916,63.13932144460642,64.1011650102998,42.692305478372894,25.282899024576857,40.66989023244826,74.11261518872045,101.15214299489382,50.45132255839528,47.038022506720395,54.52992080811132,23.516764846024948,63.86628330122789,65.50967627894124,42.700593855016905,25.507761537370786,40.66989023244826,75.08883075015376,103.57187569812696,9790600,2509600.0,18380300,80746100,23091500,18027700,22124200,6956700,21466200,9925100,12066800
2018-06-26,50.10477066040039,46.38438034057617,54.2679557800293,23.289886474609375,63.795372009277344,64.93135070800781,42.833229064941406,25.562984466552734,41.38298416137695,74.4498519897461,102.4694595336914,50.26072228740276,46.616618085755384,54.47900254044786,23.412050949176024,64.114526722356,65.3604321850566,43.106792922543995,25.677384057906096,41.623349375489894,74.7959647212596,102.79644854154166,49.89682964921349,46.21394310595056,53.54021062779489,23.1415431850501,63.653529227774946,64.71680641118083,42.634276406953596,25.373627710699097,41.134605041494844,74.35222975564145,101.83416354937128,50.00079850225181,46.56043320540931,53.72942592200721,23.385872134183398,63.83970168311106,64.87538572475086,43.02389650876499,25.460416098393534,41.222739666498484,74.74271869206005,102.12378136663497,3708100,104000.0,13523600,56387800,11342100,13859500,14047300,2106700,19908700,5560100,4630000
2018-06-27,49.94880294799805,45.97982406616211,54.99567794799805,23.00191879272461,63.281158447265625,64.04521942138672,42.74205017089844,25.491981506347656,41.58330154418945,73.81974029541016,101.14281463623047,50.90185768473225,46.822632887042225,55.679759881922564,23.455673123226568,64.72622150733929,65.43507137350916,43.13995870406037,25.728675244447828,41.663422287562895,74.83145535398221,103.25423345179789,49.93147425940714,45.97982406616211,54.697305447452884,22.99319252385805,63.25456335649852,64.02655967843897,42.567962618274656,25.491981506347656,41.222752086188066,73.76649427259818,101.12412547697012,50.37334425059242,46.6540711228662,54.71913690453514,23.281152738992155,64.05244989829433,65.13657953580622,42.77520684360666,25.626106854372225,41.334922349475065,74.44984305849573,102.88053580050065,5787800,144900.0,20583900,78099200,19853200,22054600,19862400,3679600,21764700,7420500,6850400
2018-06-28,50.13941192626953,46.43868637084961,54.922908782958984,23.202625274658203,63.36982727050781,64.82874298095703,42.74205017089844,25.744449615478516,41.5672721862793,73.91734313964844,101.93692016601562,50.26070944133034,46.62597761254143,55.27950223122139,23.298612597987443,63.65351955415765,65.04328727608517,42.84152651361494,25.783898061607296,41.9598680643569,74.10371094148962,102.17048473295675,49.61089849198223,45.858086736659935,54.50081540617728,22.958294662713833,62.78470813086641,63.961250164317434,42.576254158173654,25.48408445352623,41.50317315354249,73.02987354753479,100.71304411614804,49.96612834542149,45.97982300731881,55.075734546500016,23.001926020757182,63.157052984952266,63.961250164317434,42.64257066588601,25.48408445352623,41.623357311718955,73.54460753596607,101.24557104366083,5889400,336500.0,14285400,78544800,15329800,17799000,13177400,2795800,15037800,9026900,5973900
